116119 1567183346  0.001425034756627069 5977.118 -1 525046 4.52
116145 1567183483  0.001424305327595224 5974.059 -1 525183 4.52
116243 1567183954  0.001419731765041899 5954.876 -1 525654 4.52
116257 1567184022  0.001424257782074107 5973.859 -1 525722 4.52
116265 1567184037  0.001428956308715092 5993.567 -1 525737 4.52
116291 1567184162  0.001432242129541564 6007.349 -2 525862 4.52
116401 1567184681  0.001432113931716213 6006.811 -1 526381 4.52
116521 1567185319  0.001430617319395778 6000.534 -1 527019 4.52
116526 1567185334  0.001429570752267244 5996.144 -1 527034 4.52
116551 1567185489   0.00143221809070107 6007.248 -1 527189 4.52
116602 1567185692  0.001444550933893858 6058.976 -1 527392 4.52
116614 1567185725  0.001444510178027311 6058.805 -1 527425 4.52
116676 1567186007  0.001445856337013922 6064.452 -1 527707 4.52
116708 1567186179  0.001450887796770592 6085.555 -1 527879 4.52
116768 1567186409  0.001458791883921703 6118.708 -1 528109 4.52
116794 1567186502  0.001460364718818456 6125.305 -1 528202 4.52
116921 1567187118  0.001469316606687788 6162.853 -1 528818 4.52
116930 1567187150  0.001474088433699558 6182.867 -1 528850 4.52
116936 1567187162  0.001475201222534043 6187.535 -1 528862 4.52
116994 1567187393  0.001495872228065562 6274.237 -1 529093 4.52
117020 1567187533  0.001500923983782738 6295.426 -1 529233 4.52
117137 1567188116  0.001509313038364257 6330.612 -1 529816 4.52
117171 1567188254  0.001513820288753799 6349.517 -2 529954 4.52
117279 1567188799   0.00152003143277024 6375.569 -1 530499 4.52
117344 1567189061  0.001527723798540285 6407.834 -1 530761 4.52
117353 1567189090  0.001527596169911863 6407.298 -1 530790 4.52
117381 1567189211  0.001532002547890771 6425.780 -1 530911 4.52
117403 1567189295  0.001537754206362555 6449.905 -2 530995 4.52
117422 1567189383  0.001553082209960505 6514.196 -1 531083 4.52
117544 1567189997  0.001548703810413982 6495.832 -1 531697 4.52
117555 1567190029  0.001549059922606333 6497.325 -1 531729 4.52
117598 1567190236  0.001554874507261253 6521.714 -1 531936 4.52
117602 1567190254  0.001558329237076627 6536.204 -1 531954 4.52
117617 1567190363   0.00155798781434101 6534.772 -1 532063 4.52
117730 1567190976  0.001555734389243391 6525.320 -1 532676 4.52
117797 1567191273  0.001562171046609549 6552.318 -1 532973 4.52
117855 1567191531  0.001566654796729558 6571.125 -1 533231 4.52
117912 1567191813  0.001559610906172132 6541.580 -1 533513 4.52
117953 1567191987  0.001564940480920884 6563.934 -1 533687 4.52
117991 1567192171  0.001560000571297989 6543.214 -1 533871 4.52
118206 1567193314  0.001566961662412546 6572.412 -2 535014 4.52
118253 1567193521  0.001574992271038157 6606.095 -1 535221 4.52
118312 1567193804  0.001571019728565379 6589.433 -1 535504 4.52
118360 1567194023  0.001568882299857205 6580.468 -1 535723 4.52
118419 1567194305  0.001571463347820482 6591.294 -1 536005 4.52
118603 1567195236  0.001570788374454664 6588.462 -1 536936 4.52
118655 1567195501  0.001575622372640377 6608.738 -1 537201 4.52
118783 1567196038   0.00159731007475026 6699.704 -1 537738 4.52
118800 1567196122  0.001595478331390892 6692.021 -1 537822 4.52
118809 1567196157  0.001598447070925927 6704.473 -2 537857 4.52
118833 1567196288  0.001595896076591712 6693.773 -1 537988 4.52
118844 1567196359  0.001593283794002689 6682.816 -1 538059 4.52
118865 1567196506  0.001586647744880504 6654.982 -2 538206 4.52
118923 1567196777  0.001589731751960802 6667.918 -2 538477 4.52
118927 1567196797  0.001591134842966269 6673.803 -1 538497 4.52
118940 1567196880   0.00158779915119676 6659.812 -1 538580 4.52
119088 1567197603  0.001600665873095272 6713.780 -1 539303 4.52
119156 1567197974  0.001601857768815859 6718.779 -1 539674 4.52
119178 1567198082  0.001598447070925927 6704.473 -1 539782 4.52
119217 1567198268  0.001597230346279831 6699.370 -1 539968 4.52
119300 1567198736  0.001575234558158424 6607.111 -1 540436 4.53
119353 1567199003  0.001575244251193758 6607.152 -1 540703 4.53
119431 1567199505   0.00155996254661678 6543.055 -1 541205 4.53
119480 1567199754  0.001558462053000694 6536.761 -1 541454 4.53
119532 1567200008  0.001551801837640255 6508.826 -1 541708 4.53
119607 1567200360   0.00154832913231763 6494.260 -1 542060 4.53
119701 1567200877  0.001533351464792276 6431.438 -1 542577 4.53
119708 1567200919  0.001531260280835028 6422.667 -1 542619 4.53
119865 1567201676  0.001528353137052383 6410.473 -1 543376 4.53
119872 1567201706  0.001528307515387784 6410.282 -1 543406 4.53
119946 1567202089  0.001540975486979762 6463.416 -1 543789 4.53
119962 1567202148  0.001540994039091281 6463.494 -2 543848 4.53
119979 1567202219  0.001542795719580546 6471.051 -1 543919 4.53
120130 1567203053  0.001521359341942615 6381.139 -1 544753 4.53
120227 1567203569  0.001520266132288926 6376.554 -2 545269 4.53
120299 1567203948   0.00151543334803405 6356.283 -1 545648 4.53
120511 1567204986  0.001507029539112723 6321.034 -1 546686 4.53
120591 1567205358  0.001518723859456573 6370.085 -1 547058 4.53
120651 1567205618  0.001522200646647837 6384.668 -1 547318 4.53
120666 1567205712  0.001517796397253695 6366.195 -2 547412 4.53
120735 1567206069   0.00152072671500196 6378.485 -1 547769 4.53
120746 1567206144   0.00151953519172553 6373.488 -1 547844 4.53
120785 1567206325  0.001517769400768382 6366.081 -2 548025 4.53
120811 1567206433  0.001525175271229155 6397.144 -1 548133 4.53
120863 1567206695  0.001527532363594052 6407.031 -1 548395 4.53
120865 1567206699  0.001527577938991425 6407.222 -1 548399 4.53
120868 1567206706  0.001525838888922002 6399.928 -1 548406 4.53
120883 1567206758  0.001527960879724963 6408.828 -1 548458 4.53
120902 1567206832   0.00153590898250477 6442.165 -1 548532 4.53
120982 1567207279  0.001529979044644992 6417.293 -1 548979 4.53
121018 1567207412  0.001542963099414147 6471.753 -2 549112 4.53
121025 1567207427  0.001542247340185193 6468.751 -2 549127 4.53
121058 1567207555  0.001555460257687797 6524.171 -1 549255 4.53
121091 1567207767  0.001548731918581437 6495.950 -1 549467 4.53
121134 1567207997  0.001535991922419224 6442.513 -1 549697 4.53
121315 1567208929  0.001542712043280965 6470.700 -1 550629 4.53
121322 1567208965  0.001544210291775748 6476.984 -2 550665 4.53
121418 1567209491  0.001530738375778087 6420.478 -1 551191 4.53
121453 1567209724   0.00152624825611552 6401.645 -1 551424 4.54
121477 1567209831  0.001524993558888882 6396.382 -1 551531 4.54
121536 1567210117   0.00152070864767732 6378.410 -1 551817 4.54
121720 1567211074  0.001505407752674198 6314.232 -1 552774 4.54
121846 1567211797   0.00148318410738185 6221.018 -1 553497 4.54
121867 1567211877  0.001487527782620064 6239.237 -1 553577 4.54
122035 1567212801  0.001474300668340638 6183.758 -1 554501 4.54
122179 1567213472  0.001473257062821561 6179.380 -1 555172 4.54
122206 1567213613  0.001467194485041265 6153.952 -1 555313 4.54
122222 1567213683  0.001467110400309473 6153.599 -2 555383 4.54
122390 1567214498  0.001472392753819077 6175.755 -1 556198 4.54
122496 1567215055  0.001472054085874966 6174.335 -2 556755 4.54
122591 1567215584  0.001462517246255099 6134.334 -1 557284 4.54
122684 1567216022  0.001463821855594058 6139.806 -2 557722 4.54
122726 1567216250  0.001458683824032183 6118.255 -1 557950 4.54
122753 1567216357  0.001465204266041656 6145.604 -1 558057 4.54
122760 1567216391  0.001466328873658947 6150.321 -1 558091 4.54
122762 1567216396  0.001464617470120776 6143.143 -1 558096 4.54
122788 1567216523  0.001465909042105444 6148.560 -1 558223 4.54
122825 1567216716  0.001467926429099792 6157.022 -1 558416 4.54
122891 1567217034  0.001462074542666385 6132.477 -1 558734 4.54
122933 1567217201   0.00147063338015304 6168.376 -1 558901 4.54
122959 1567217302  0.001477713283171129 6198.071 -1 559002 4.54
123040 1567217688  0.001483742878215308 6223.362 -1 559388 4.54
123096 1567217969  0.001491149622546992 6254.428 -1 559669 4.54
123169 1567218405  0.001481578911196509 6214.285 -1 560105 4.54
123192 1567218523  0.001481133163713998 6212.416 -2 560223 4.54
123213 1567218631  0.001484741116066768 6227.549 -2 560331 4.54
123225 1567218700   0.00148405253249313 6224.660 -1 560400 4.54
123255 1567218819  0.001484715282651185 6227.440 -1 560519 4.54
123310 1567219123  0.001478011892115033 6199.324 -1 560823 4.54
123440 1567219769  0.001476332720588235 6192.281 -1 561469 4.54
123454 1567219838  0.001473011224689426 6178.349 -1 561538 4.54
123631 1567220813  0.001458044105083298 6115.572 -1 562513 4.54
123667 1567221026  0.001456086898715097 6107.362 -1 562726 4.55
123700 1567221188  0.001452567246094747 6092.600 -1 562888 4.55
123718 1567221278  0.001450460322789006 6083.762 -1 562978 4.55
123722 1567221285  0.001449638965021263 6080.317 -1 562985 4.55
123755 1567221437  0.001453911956052569 6098.240 -1 563137 4.55
123785 1567221627  0.001445831839001909 6064.349 -1 563327 4.55
123813 1567221758  0.001447655123420137 6071.996 -1 563458 4.55
123815 1567221760   0.00144810551957235 6073.886 -1 563460 4.55
123828 1567221841  0.001443410638267881 6054.193 -1 563541 4.55
123849 1567221956  0.001443671118523824 6055.286 -1 563656 4.55
123866 1567222024  0.001443703685166282 6055.423 -1 563724 4.55
124042 1567222911  0.001434802872732164 6018.089 -1 564611 4.55
124065 1567223019  0.001441930942564085 6047.987 -1 564719 4.55
124088 1567223167  0.001431937697174117 6006.072 -1 564867 4.55
124128 1567223333  0.001437631094581845 6029.952 -1 565033 4.55
124172 1567223530  0.001446509923718039 6067.193 -1 565230 4.55
124207 1567223762    0.0014407055836635 6042.847 -1 565462 4.55
124242 1567223923  0.001434079479185923 6015.055 -1 565623 4.55
124360 1567224428  0.001452352982475051 6091.701 -2 566128 4.55
124444 1567224881  0.001443174659213909 6053.204 -1 566581 4.55
124447 1567224888  0.001444901529304856 6060.447 -1 566588 4.55
124453 1567224921   0.00144664071197283 6067.742 -1 566621 4.55
124460 1567224947  0.001446142208507513 6065.651 -2 566647 4.55
124656 1567225960   0.00144425754297578 6057.746 -1 567660 4.55
124683 1567226101  0.001444290136081288 6057.882 -1 567801 4.55
124685 1567226106  0.001444273839344651 6057.814 -1 567806 4.55
124724 1567226290   0.00145157886417891 6088.454 -1 567990 4.55
124737 1567226352  0.001452484829529013 6092.254 -1 568052 4.55
124755 1567226427  0.001453746826978773 6097.547 -1 568127 4.55
124802 1567226654  0.001453028951759838 6094.536 -1 568354 4.55
124872 1567226999  0.001443687401661394 6055.354 -1 568699 4.55
124890 1567227062  0.001448048180861715 6073.645 -1 568762 4.55
125016 1567227664  0.001457147781800174 6111.812 -2 569364 4.55
125039 1567227746  0.001463679573639643 6139.209 -1 569446 4.55
125100 1567227992  0.001480387993349718 6209.290 -1 569692 4.55
125182 1567228411   0.00148297789836812 6220.153 -2 570111 4.55
125260 1567228851  0.001481827617694218 6215.328 -1 570551 4.55
125356 1567229326  0.001485714829807609 6231.633 -1 571026 4.55
125391 1567229494  0.001490472438939187 6251.588 -1 571194 4.55
125418 1567229659  0.001481947712787204 6215.832 -1 571359 4.55
125439 1567229767  0.001481776154327026 6215.113 -1 571467 4.55
125468 1567229878  0.001481879084636268 6215.544 -1 571578 4.55
125494 1567230022  0.001486905700569796 6236.628 -1 571722 4.55
125566 1567230427  0.001474716825565989 6185.503 -1 572127 4.55
125590 1567230550  0.001469932495478166 6165.436 -1 572250 4.55
125622 1567230725  0.001462341803334876 6133.598 -1 572425 4.55
125678 1567230992  0.001464349377069998 6142.018 -1 572692 4.55
125686 1567231024  0.001464617470120776 6143.143 -1 572724 4.55
125818 1567231829  0.001450616485997937 6084.417 -1 573529 4.55
125829 1567231874  0.001452295306915527 6091.459 -1 573574 4.55
125837 1567231898  0.001451924644811842 6089.904 -1 573598 4.55
125839 1567231914  0.001451825833536554 6089.490 -1 573614 4.55
125888 1567232171   0.00143967659505666 6038.532 -1 573871 4.55
125915 1567232297  0.001438188381676302 6032.289 -1 573997 4.55
125934 1567232362  0.001447245915425276 6070.280 -2 574062 4.55
125959 1567232506  0.001441046202841606 6044.276 -1 574206 4.55
125977 1567232586  0.001437332437326296 6028.699 -1 574286 4.55
125999 1567232691   0.00143860056730056 6034.018 -1 574391 4.55
126020 1567232808  0.001437146848053085 6027.921 -1 574508 4.55
126053 1567232954  0.001433437074791841 6012.361 -1 574654 4.55
126066 1567233017  0.001438374240066076 6033.069 -1 574717 4.55
126120 1567233312  0.001436622615647079 6025.722 -1 575012 4.55
126158 1567233497  0.001433469181342218 6012.495 -2 575197 4.55
126179 1567233591  0.001436945174933905 6027.075 -1 575291 4.55
126202 1567233719  0.001426646903683146 5983.880 -1 575419 4.55
126240 1567233903  0.001429283414197021 5994.939 -1 575603 4.55
126252 1567233974  0.001430633309395939 6000.601 -1 575674 4.55
126270 1567234046  0.001433533398757959 6012.765 -2 575746 4.55
126289 1567234128   0.00144135452091122 6045.569 -1 575828 4.55
126294 1567234151    0.0014429468905711 6052.248 -1 575851 4.55
126330 1567234302  0.001451118079449927 6086.521 -1 576002 4.55
126345 1567234373  0.001448785739146675 6076.739 -1 576073 4.55
126416 1567234715  0.001451414264615001 6087.764 -1 576415 4.55
126422 1567234745  0.001452114070689538 6090.699 -1 576445 4.55
126432 1567234779  0.001452385941994451 6091.839 -1 576479 4.55
126480 1567234973  0.001459865038835284 6123.209 -1 576673 4.55
126489 1567235038  0.001459673585491992 6122.406 -1 576738 4.55
126551 1567235362  0.001454391042575675 6100.249 -1 577062 4.55
126558 1567235406  0.001455242612825658 6103.821 -1 577106 4.56
126695 1567236053  0.001465003025906914 6144.760 -1 577753 4.56
126824 1567236735  0.001466320474671218 6150.286 -1 578435 4.56
126868 1567236935  0.001464751553461387 6143.705 -1 578635 4.56
126932 1567237298  0.001465262971495621 6145.850 -1 578998 4.56
126951 1567237379  0.001460498024589229 6125.864 -1 579079 4.56
127002 1567237657  0.001457098018373376 6111.603 -1 579357 4.56
127030 1567237787   0.00145889995982265 6119.161 -1 579487 4.56
127177 1567238501  0.001460514689521788 6125.934 -1 580201 4.56
127194 1567238598  0.001458118848467243 6115.885 -1 580298 4.56
127248 1567238850  0.001461557003020217 6130.306 -1 580550 4.56
127288 1567239040  0.001460056542407875 6124.012 -1 580740 4.56
127509 1567240199  0.001458550849220005 6117.697 -2 581899 4.56
127535 1567240378  0.001451735268348286 6089.110 -1 582078 4.56
127562 1567240510  0.001447794306857899 6072.580 -1 582210 4.56
127586 1567240596  0.001457678803261606 6114.039 -1 582296 4.56
127630 1567240830  0.001452773328433932 6093.464 -2 582530 4.56
127651 1567240924  0.001455664633348876 6105.591 -1 582624 4.56
127734 1567241358  0.001444901529304856 6060.447 -1 583058 4.56
127771 1567241557  0.001442613501885006 6050.850 -1 583257 4.56
127773 1567241560  0.001442540339622004 6050.543 -1 583260 4.56
127791 1567241672  0.001440008627527085 6039.924 -1 583372 4.56
127810 1567241774  0.001436929043529511 6027.007 -1 583474 4.56
127836 1567241897  0.001432306237061489 6007.618 -1 583597 4.56
127838 1567241899  0.001432178027760062 6007.080 -1 583599 4.56
127904 1567242188  0.001444836289366746 6060.173 -1 583888 4.56
127924 1567242296  0.001442524082349096 6050.475 -1 583996 4.56
128016 1567242730  0.001445391016701296 6062.500 -1 584430 4.56
128052 1567242886  0.001454663767238881 6101.393 -1 584586 4.56
128135 1567243268  0.001458717071523813 6118.394 -1 584968 4.56
128239 1567243817  0.001456948748484693 6110.977 -1 585517 4.56
128247 1567243849  0.001455416356343665 6104.550 -1 585549 4.56
128396 1567244524  0.001474130875739236 6183.045 -1 586224 4.56
128423 1567244682  0.001470405308186721 6167.419 -1 586382 4.56
128433 1567244715  0.001473935662590251 6182.227 -1 586415 4.56
128465 1567244866  0.001471301108377923 6171.176 -1 586566 4.56
128654 1567245882  0.001464240492301181 6141.562 -1 587582 4.56
128759 1567246415  0.001472985797841122 6178.243 -2 588115 4.56
128784 1567246563  0.001475532835429467 6188.926 -1 588263 4.56
128946 1567247412  0.001449458391133256 6079.560 -1 589112 4.56
128968 1567247492   0.00145512680685739 6103.335 -1 589192 4.56
128975 1567247547  0.001454349729577721 6100.076 -2 589247 4.56
128997 1567247670  0.001442556597261355 6050.611 -1 589370 4.56
129036 1567247845  0.001442613501885006 6050.850 -1 589545 4.56
129121 1567248310  0.001437711834065305 6030.291 -1 590010 4.56
129135 1567248394  0.001436767749403676 6026.331 -1 590094 4.56
129353 1567249453  0.001441192231799041 6044.889 -1 591153 4.57
129455 1567249934  0.001445154389723441 6061.507 -1 591634 4.57
129678 1567251087   0.00144249969712679 6050.373 -1 592787 4.57
129684 1567251116  0.001444795517397071 6060.002 -1 592816 4.57
129706 1567251253  0.001444013141566214 6056.721 -2 592953 4.57
129925 1567252400  0.001428127248916336 5990.089 -2 594100 4.57
130092 1567253263  0.001406193353163159 5898.090 -2 594963 4.57
130147 1567253536  0.001410330241302372 5915.442 -1 595236 4.57
130176 1567253639  0.001411691263648395 5921.151 -1 595339 4.57
130202 1567253761  0.001413000318757865 5926.641 -1 595461 4.57
130251 1567254019  0.001415547447828539 5937.325 -1 595719 4.57
130338 1567254386  0.001426130302110259 5981.713 -1 596086 4.57
130370 1567254516  0.001429443032196462 5995.608 -1 596216 4.57
130425 1567254778  0.001435454551189315 6020.823 -2 596478 4.57
130478 1567255079  0.001440057230491427 6040.128 -1 596779 4.57
130484 1567255099  0.001438091431147513 6031.883 -1 596799 4.57
130576 1567255621   0.00143505221063076 6019.135 -1 597321 4.57
130620 1567255830  0.001437332437326296 6028.699 -1 597530 4.57
130635 1567255903  0.001441638614823199 6046.761 -1 597603 4.57
130771 1567256671  0.001426742317209784 5984.280 -1 598371 4.57
130829 1567256941   0.00142252454031196 5966.589 -2 598641 4.57
130836 1567256987  0.001422556159873302 5966.722 -1 598687 4.57
130966 1567257644  0.001406378759785744 5898.868 -1 599344 4.57
131048 1567258043  0.001406177904817881 5898.026 -1 599743 4.57
131152 1567258560  0.001410672194179786 5916.876 -1 600260 4.57
131189 1567258730  0.001404997111753858 5893.073 -1 600430 4.57
131356 1567259633  0.001401942452396208 5880.261 -1 601333 4.57
132139 1567263782  0.001334703304223149 5598.235 -2 605482 4.58
132228 1567264138  0.001351623259626503 5669.203 -1 605838 4.58
132359 1567264804  0.001351701764367331 5669.533 -1 606504 4.58
132454 1567265190  0.001366296233287967 5730.747 -2 606890 4.58
132477 1567265328  0.001365006738490578 5725.339 -1 607028 4.58
132610 1567265956  0.001374460911829135 5764.993 -1 607656 4.58
132666 1567266218  0.001383291602049032 5802.032 -2 607918 4.58
132728 1567266581  0.001370949845765789 5750.266 -1 608281 4.58
132937 1567267606  0.001376493296214048 5773.518 -1 609306 4.58
133028 1567268066  0.001385327714823774 5810.572 -1 609766 4.58
133305 1567269484  0.001367909704559056 5737.515 -1 611184 4.58
133373 1567269765  0.001377404272977714 5777.339 -1 611465 4.58
133382 1567269799  0.001378977245181586 5783.936 -2 611499 4.58
133420 1567269969  0.001383015093192869 5800.872 -1 611669 4.58
133450 1567270161  0.001378472315707286 5781.818 -1 611861 4.58
133467 1567270231  0.001379586622925199 5786.492 -1 611931 4.58
133515 1567270436  0.001381000667583751 5792.423 -1 612136 4.58
133840 1567272086  0.001392463685244011 5840.503 -2 613786 4.58
133883 1567272364  0.001382552001760621 5798.930 -1 614064 4.58
133895 1567272409  0.001380985767807436 5792.361 -1 614109 4.58
133897 1567272411  0.001379371049738939 5785.588 -1 614111 4.58
133917 1567272518  0.001378190310259061 5780.635 -1 614218 4.58
133991 1567272839  0.001386685952819457 5816.269 -1 614539 4.58
134084 1567273277  0.001390519843727085 5832.350 -1 614977 4.58
134105 1567273386  0.001394815640426297 5850.368 -1 615086 4.58
134167 1567273718  0.001383037508711648 5800.966 -8 615418 4.58
134335 1567274700  0.001371008583662255 5750.513 -4 616400 4.58
134422 1567275160  0.001361601681550548 5711.057 -1 616860 4.58
134433 1567275186   0.00136551641711829 5727.476 -1 616886 4.58
134472 1567275364    0.0013686849396914 5740.766 -2 617064 4.58
134739 1567276640  0.001362725139202368 5715.769 -1 618340 4.58
134901 1567277426  0.001380725073756654 5791.267 -1 619126 4.58
135098 1567278375   0.00137774527334668 5778.769 -1 620075 4.58
135204 1567278899  0.001393358010025799 5844.254 -1 620599 4.59
135358 1567279743  0.001377159746243686 5776.313 -1 621443 4.59
135571 1567280747  0.001386776095894863 5816.647 -1 622447 4.59
135597 1567280883  0.001382783508704647 5799.901 -1 622583 4.59
135710 1567281481  0.001377419095570669 5777.401 -1 623181 4.59
135760 1567281698  0.001381499995952575 5794.517 -2 623398 4.59
135843 1567282200  0.001374099407678971 5763.477 -1 623900 4.59
135922 1567282533  0.001377648886562875 5778.365 -1 624233 4.59
135927 1567282551  0.001379779952731036 5787.303 -1 624251 4.59
135932 1567282580  0.001379237279574585 5785.027 -1 624280 4.59
136153 1567283773  0.001362210293092531 5713.609 -1 625473 4.59
136277 1567284411   0.00135168035307908 5669.443 -1 626111 4.59
136342 1567284707  0.001360075303365175 5704.654 -1 626407 4.59
136398 1567284968  0.001360646389979962 5707.050 -1 626668 4.59
136436 1567285169  0.001353574303638844 5677.387 -1 626869 4.59
136439 1567285180  0.001351844523625956 5670.132 -1 626880 4.59
136463 1567285319   0.00135021173198943 5663.283 -1 627019 4.59
136483 1567285389   0.00135375325223029 5678.137 -1 627089 4.59
136577 1567285821  0.001374062530192264 5763.322 -1 627521 4.59
136613 1567286003  0.001370707605133807 5749.250 -1 627703 4.59
136683 1567286353  0.001369299901312622 5743.346 -2 628053 4.59
136748 1567286651  0.001371015926253213 5750.543 -2 628351 4.59
136766 1567286718  0.001377219017479113 5776.562 -2 628418 4.59
136912 1567287373  0.001392668217575088 5841.361 -1 629073 4.59
136962 1567287713  0.001388363028575767 5823.304 -1 629413 4.59
137037 1567288076  0.001390716250169768 5833.174 -8 629776 4.59
137064 1567288203  0.001393358010025799 5844.254 -1 629903 4.59
137242 1567288995  0.001408413715463078 5907.404 -2 630695 4.59
137288 1567289199  0.001410625554477978 5916.681 -2 630899 4.59
137296 1567289227  0.001412189665206646 5923.241 -1 630927 4.59
137338 1567289400   0.00141346842699545 5928.605 -1 631100 4.59
137375 1567289601  0.001412532520470999 5924.679 -1 631301 4.59
137437 1567289908  0.001414022755895074 5930.930 -1 631608 4.59
137511 1567290307  0.001431465282243409 6004.090 -1 632007 4.59
137583 1567290585  0.001440867763187518 6043.528 -1 632285 4.59
137630 1567290761  0.001455325342660444 6104.168 -1 632461 4.59
137662 1567290955  0.001453391926454975 6096.059 -1 632655 4.59
137746 1567291368  0.001450279544231368 6083.004 -1 633068 4.59
137784 1567291523  0.001455110264652218 6103.266 -1 633223 4.59
137935 1567292293  0.001457388352955242 6112.821 -1 633993 4.59
137945 1567292316  0.001462960218018687 6136.192 -1 634016 4.59
138132 1567293343  0.001444705827163141 6059.626 -1 635043 4.59
138149 1567293427  0.001444371625281403 6058.224 -1 635127 4.59
138295 1567294116  0.001448957944202948 6077.461 -1 635816 4.59
138577 1567295548  0.001443939837272266 6056.413 -1 637248 4.59
138610 1567295692  0.001450822015143186 6085.279 -2 637392 4.59
138687 1567296131  0.001442288393063388 6049.486 -1 637831 4.59
138691 1567296148  0.001446215736592641 6065.959 -1 637848 4.59
138732 1567296369  0.001438665245307407 6034.290 -1 638069 4.59
138809 1567296844  0.001420456515888825 5957.915 -1 638544 4.60
138929 1567297477  0.001423600394554645 5971.102 -1 639177 4.60
138955 1567297604   0.00142602702668828 5981.280 -9 639304 4.60
139202 1567298903  0.001382850734920755 5800.183 -1 640603 4.60
139280 1567299287  0.001384488589963386 5807.053 -1 640987 4.60
139318 1567299537    0.0013736275252864 5761.497 -1 641237 4.60
139360 1567299790  0.001371214205942376 5751.375 -2 641490 4.60
139496 1567300507  0.001372750979976835 5757.821 -2 642207 4.60
139543 1567300709  0.001371647683433887 5753.193 -1 642409 4.60
139549 1567300735  0.001372957125273523 5758.686 -2 642435 4.60
139688 1567301396  0.001366296233287967 5730.747 -1 643096 4.60
139708 1567301476  0.001368311839552299 5739.202 -1 643176 4.60
139815 1567301994   0.00136554555310773 5727.599 -2 643694 4.60
139879 1567302280  0.001381410537463238 5794.142 -1 643980 4.60
140019 1567303125  0.001369014314706968 5742.148 -2 644825 4.60
140178 1567303908  0.001359021138144483 5700.233 -1 645608 4.60
140261 1567304326    0.0013578101463381 5695.154 -1 646026 4.60
140289 1567304444  0.001357270221514122 5692.889 -1 646144 4.60
140320 1567304602  0.001355818157383231 5686.798 -1 646302 4.60
140352 1567304785  0.001348369784204871 5655.557 -1 646485 4.60
140434 1567305241  0.001340560392905395 5622.802 -1 646941 4.60
140447 1567305304  0.001342381051949891 5630.438 -1 647004 4.60
140474 1567305472  0.001345768354773082 5644.646 -1 647172 4.60
140506 1567305587  0.001352794640262108 5674.117 -1 647287 4.60
140514 1567305629  0.001353638719681467 5677.657 -1 647329 4.60
140558 1567305825  0.001353481269066665 5676.997 -1 647525 4.60
140676 1567306299  0.001361550988469189 5710.844 -1 647999 4.60
140682 1567306341  0.001367507805864347 5735.829 -1 648041 4.60
140803 1567307008  0.001355574055981827 5685.775 -1 648708 4.60
140909 1567307571  0.001354419356588081 5680.931 -1 649271 4.60
141105 1567308558  0.001354620032543126 5681.773 -1 650258 4.60
141185 1567308977  0.001340490196206774 5622.507 -1 650677 4.60
141208 1567309073  0.001340363860673334 5621.977 -1 650773 4.60
141284 1567309465  0.001339795645336027 5619.594 -1 651165 4.60
141299 1567309548  0.001347191871204387 5650.617 -1 651248 4.60
141317 1567309636  0.001343677500669225 5635.876 -1 651336 4.60
141348 1567309809   0.00134265563373264 5631.590 -1 651509 4.60
141353 1567309839  0.001342571135066815 5631.236 -1 651539 4.60
141421 1567310273  0.001328724735678361 5573.159 -1 651973 4.61
141423 1567310276  0.001328621294335627 5572.725 -1 651976 4.61
141436 1567310346  0.001330513366406104 5580.661 -1 652046 4.61
141462 1567310489  0.001333319932655899 5592.433 -1 652189 4.61
141577 1567311119  0.001316229427174383 5520.749 -1 652819 4.61
141749 1567312027   0.00129476015592994 5430.699 -1 653727 4.61
141876 1567312543  0.001300555252850088 5455.006 -1 654243 4.61
142010 1567313160  0.001323387581420596 5550.773 -1 654860 4.61
142049 1567313334  0.001322676465041541 5547.790 -1 655034 4.61
142377 1567314893  0.001353767570161661 5678.198 -1 656593 4.61
142462 1567315376  0.001344743306385527 5640.346 -1 657076 4.61
142564 1567315868  0.001348959513471358 5658.031 -1 657568 4.61
142585 1567315932   0.00135204443725573 5670.970 -1 657632 4.61
142656 1567316310  0.001354175758561589 5679.910 -1 658010 4.61
142690 1567316473  0.001356320996010448 5688.908 -1 658173 4.61
142724 1567316621  0.001355444861408943 5685.233 -2 658321 4.61
142807 1567317088  0.001346327487325396 5646.991 -1 658788 4.61
142816 1567317129  0.001347262771561796 5650.914 -1 658829 4.61
142875 1567317487  0.001335302031932983 5600.746 -3 659187 4.61
142943 1567317788  0.001339879794984795 5619.947 -1 659488 4.61
143064 1567318475  0.001336815165511731 5607.093 -1 660175 4.61
143253 1567319547  0.001299465960832686 5450.437 -1 661247 4.61
143574 1567321152  0.001287758530272848 5401.331 -1 662852 4.61
143777 1567322172  0.001286891073816394 5397.693 -1 663872 4.61
143852 1567322530  0.001292322145237013 5420.473 -1 664230 4.61
143863 1567322564  0.001290615137482859 5413.313 -1 664264 4.61
143922 1567322852  0.001290068806819327 5411.022 -1 664552 4.61
143964 1567323143   0.00128062077913957 5371.393 -1 664843 4.61
143978 1567323192  0.001282391364515289 5378.820 -1 664892 4.61
144138 1567324062  0.001277247159827968 5357.243 -1 665762 4.61
144164 1567324220  0.001274709544782325 5346.599 -2 665920 4.61
144172 1567324258  0.001275662351689531 5350.596 -1 665958 4.61
144194 1567324355  0.001275084145630778 5348.170 -1 666055 4.61
144543 1567326081  0.001257595272892513 5274.816 -4 667781 4.61
